,ZaggSC,TANGO
SLC38A11,1.56,2.78
SLC38A2,0.07,3.26
SLC38A3,0.86,1.94
SLC38A4,0.68,2.77
SLC38A5,1.38,2.29
SLC38A6,-0.29,2.98
SLC38A7,-0.06,2.7
SLC38A8,1.52,2.96
SLC38A9,1.64,2.94
SLC39A1,-0.67,3.51
SLC39A10,-2.77,4.21
SLC39A11,-3.64,4.07
SLC39A12,-4.03,4.11
SLC39A13,-4.2,4.04
SLC39A14,-2.75,4.1
SLC39A2,-1.58,4.18
SLC39A3,-1.49,4.18
SLC39A4,-2.05,4.15
SLC39A5,-2.13,4.19
SLC39A6,-1.31,4.14
SLC39A7,-1.57,4.21
SLC39A8,-1.64,4.17
SLC39A9,—,4.13
SLC3A1,—,2.77
SLC3A2,0.91,3.49
SLC40A1,-0.48,2.82
SLC41A1,-0.98,3.1
SLC41A2,-0.26,3.03
SLC41A3,0.04,3.14
SLC43A1,-0.73,-0.04
SLC43A2,1.99,—
SLC43A3,-0.58,3.24
SLC44A1,-1.42,3.61
SLC44A2,-1.73,3.27
SLC44A3,0.57,2.49
SLC44A4,-1.05,2.82
SLC44A5,-1.07,3.02
SLC45A1,-2.74,4.13
SLC45A2,-3.12,4.14
SLC45A3,-3.24,4.1
SLC45A4,-3.14,4.05
SLC46A1,—,3.82
SLC46A2,0.01,3.45
SLC46A3,-3.11,4.13
SLC47A1,-3.11,3.95
SLC47A2,-3.29,4.04
SLC48A1,0.87,2.83
SLC49A3,-3.58,3.88
SLC49A4,0.64,3.18
SLC4A1,0.46,2.04
SLC4A10,-4.31,4.04
SLC4A11,0.54,2.84
SLC4A1AP,1.26,3.73
SLC4A2,1.31,2.44
SLC4A3,-1.47,4.04
SLC4A4,-2.6,4.1
SLC4A5,—,4.18
SLC4A7,-2.74,4.17
SLC4A8,1.06,2.68
SLC4A9,-0.77,3.23
SLC50A1,0.36,3.24
SLC51A,-3.07,3.9
SLC51B,-2.58,3.99
SLC52A1,-0.42,2.55
SLC52A2,2.41,1.16
SLC52A3,-2.64,3.97
SLC5A1,—,4.08
SLC5A10,-3.6,4.09
SLC5A11,-2.86,4.14
SLC5A12,-3.58,4.09
SLC5A2,—,4.03
SLC5A3,-3.21,4.02
SLC5A4,-3.26,4.05
SLC5A5,-2.95,4.11
SLC5A6,-3.57,4.08
SLC5A7,-3.29,4.09
SLC5A8,-3.01,4.07
SLC5A9,-3.34,4.05
SLC66A1,0.32,—
SLC6A1,-3.32,3.87
SLC6A11,-1.68,4.08
SLC6A12,-2.14,4.14
SLC6A13,-3.59,4.03
SLC6A14,-3.46,4.03
SLC6A15,-3.08,4.09
SLC6A16,-3.1,4.17
SLC6A17,-3.11,4.15
SLC6A18,-2.9,3.96
SLC6A19,-2.07,3.9
SLC6A2,-3.09,3.84
SLC6A20,-3.13,3.88
SLC6A3,-1.55,3.98
SLC6A4,-2.16,3.79
SLC6A5,0.9,3.99
SLC6A6,0.48,3.92
SLC6A7,-3.38,3.97
SLC6A8,-2.3,3.86
SLC6A9,1.14,4.02
SLC7A10,-0.47,3.42
SLC7A11,1.33,2.21
SLC7A13,-2.91,3.96
SLC7A14,-3.11,3.99
SLC7A2,0.78,2.39
SLC7A3,2.76,1.83
SLC7A4,0.98,3.19
SLC7A5,—,—
SLC7A5P1,2.74,—
SLC7A5P2,2.79,—
SLC7A6,0.52,3.4
SLC7A6OS,-3.13,3.94
SLC7A7,0.47,2.87
SLC7A8,-2.2,—
SLC7A9,-0.25,3.37
SLC8A1,-0.26,3.9
SLC8A2,1.66,3.67
SLC8A3,1.69,3.1
SLC8B1,2.27,0.57
SLC9A1,0.05,3.02
SLC9A2,1.11,2.96
SLC9A3,0.45,3.38
SLC9A3R1,-2.19,3.17
SLC9A3R2,-0.49,2.67
SLC9A4,—,3.12
SLC9A5,-1.48,3.02
SLC9A6,1.75,1.71
SLC9A7,0.34,2.72
SLC9A8,-0.25,2.79
SLC9A9,0.61,2.91
SLC9B1,0.89,3.08
SLC9B1P1,2.32,2.57
SLC9B2,1.22,2.3
SLC9C1,0.11,3.22
SLC9C2,1.37,1.81
SLCO1A2,0.03,2.48
SLCO1B1,0.21,2.27
SLCO1B3,0.11,2.69
SLCO1B7,0.17,2.73
SLCO1C1,0.16,2.69
SLCO2A1,-0.2,2.96
SLCO2B1,0.44,2.29
SLCO3A1,0.88,3.08
SLCO4A1,0.27,3.14
SLCO4C1,—,3.25
SLCO5A1,0.88,0.4
SLCO6A1,0.09,3.6
SLF1,-0.63,2.78
SLF2,3.47,1.78
SLFN11,-2.01,3.36
SLFN12,1.03,3.38
SLFN12L,1.2,2.03
SLFN13,-0.03,3.33
SLFN14,0.24,3.16
SLFN5,1.02,2.33
SLFNL1,0.95,3.37
SLIRP,1.79,3.06
SLIT1,1.88,3.03
SLIT2,-1.11,3.09
SLIT3,-0.14,3.33
SLITRK1,-0.07,3.43
SLITRK2,-1.26,3.31
SLITRK3,0.31,3.67
SLITRK4,1.1,3.44
SLITRK5,-0.01,3.15
SLITRK6,0.4,2.97
SLK,-0.31,3.39
SLMAP,-1.33,3.42
SLN,-3.18,3.97
SLPI,-2.4,3.48
SLTM,0.5,2.99
SLU7,-0.59,2.79
SLURP1,1.34,3.44
SLURP2,1.04,3.53
SLX1A,1.31,3.36
SLX1B,-2.58,3.5
SLX4,-0.85,3.51
SLX4IP,-0.49,3.39
SMAD1,-1.77,3.46
SMAD2,-0.78,3.49
SMAD3,0.38,3.28
SMAD4,0.17,3.46
SMAD5,-0.86,3.38
SMAD5-AS1,-1.87,3.34
SMAD6,-0.46,3.3
SMAD7,-1.17,3.35
SMAD9,-0.01,3.19
SMAGP,-1.01,3.35
SMAP,0.09,3.2
SMAP1,-0.01,3.29
SMAP2,3.24,2.87
SMARCA1,-0.4,3.35
SMARCA2,-0.67,3.49
SMARCA4,-1.03,3.62
SMARCA5,-1,3.21
SMARCAD1,0.48,3.28
SMARCAL1,-1.24,3.16
SMARCB1,2.32,2.25
SMARCC1,—,3.25
SMARCC2,—,3.24
SMARCD1,-2.96,3.11
SMARCD2,1.28,2.88
SMARCD3,0.94,3.33
SMARCE1,-0.48,3.48
SMC1A,-1,3.44
SMC1B,-2.74,4.21
SMC2,-2.96,4.21
SMC3,0.27,3.48
SMC4,0.13,3.49
SMC5,0.03,3.42
SMC6,-0.1,3.48
SMCHD1,-0.91,3.23
SMCO1,-0.32,3.39
SMCO2,0.28,3.35
SMCO3,0.53,3.43
SMCO4,-0.1,3.23
SMCP,—,3.73
SMCR5,—,3.44
SMCR8,-0.54,3.44
SMDT1,-0.51,3.58
SMG1,-2.88,3.12
SMG5,-2.88,3.12
SMG6,1.51,3.56
SMG7,-2.96,3.24
SMG8,0.09,3.08
SMG9,-0.59,3.23
SMIM1,0.44,3.17
SMIM10,-1.2,3.37
SMIM10L1,-3.33,3.52
SMIM10L2A,0.83,3.05
SMIM10L2B,-1.25,3.25
SMIM11A,0.09,3.49
SMIM11B,0.07,3.42
SMIM12,-1.49,3.37
SMIM13,-1.58,3.34
SMIM14,-1.86,3.4
SMIM15,-0.98,2.92
SMIM17,-0.92,3.28
SMIM18,-2.11,3.07
SMIM19,-0.31,3.1
SMIM2,-1.62,3.25
SMIM20,—,3.02
SMIM21,-3.75,3.35
SMIM22,—,3.06
SMIM23,-1.26,3.13
SMIM24,—,3.12
SMIM26,—,2.92
SMIM27,-1.49,3.05
SMIM28,-2.53,3.01
SMIM29,-0.5,3.33
SMIM3,1.29,3.3
SMIM30,-1.23,3.22
SMIM31,-0.75,3.55
SMIM32,-1.22,3.25
SMIM33,—,3.18
SMIM34A,-1.87,3.46
SMIM34B,0.19,3.46
SMIM35,0.4,3.17
SMIM36,1.43,2.51
SMIM38,0.26,2.78
SMIM39,-0.61,3.45
SMIM4,-0.82,2.99
SMIM40,-0.54,3.07
SMIM41,-0.83,3.03
SMIM5,-0.37,3.31
SMIM6,0.98,3.06
SMIM7,1.64,3.27
SMIM8,—,3.14
SMIM9,—,3.2
SMKR1,—,3.11
SMLR1,-1.53,3.22
SMN1,-0.16,3.43
SMN2,-2.97,3.32
SMNDC1,1.04,2.24
SMO,—,3.25
SMOC1,—,3.21
SMOC2,—,3.25
SMOX,—,3.26
SMPD1,3.77,—
SMPD2,—,3.55
SMPD3,1.35,2.31
SMPD4,2.13,1.92
SMPDL3A,0.79,3.17
SMPDL3B,—,3.17
SMPX,—,3.23
SMR3A,—,3.02
SMR3B,—,3.25
SMRP1,0.44,3.46
SMS,2.95,3.06
SMTN,-0.16,2.86
SMTNL1,-1.37,3.07
SMTNL2,-1,2.99
SMU1,0.54,2.31
SMUG1,-0.12,3.37
SMURF1,2.2,2.81
SMURF2,0.19,3.46
SMYD1,0.11,3.49
SMYD2,-0.38,2.84
SMYD3,-0.34,3.44
SMYD4,0.24,3.26
SMYD5,-0.86,1.83
SNAI1,-0.98,2.53
SNAI2,0.95,2.09
SNAI3,1.5,1.98
SNAP23,-1.63,4.17
SNAP25,-0.96,4.18
SNAP29,-2.52,4.18
SNAP47,-1.97,4.15
SNAP91,3.43,3.19
SNAPC1,-2.93,4.11
SNAPC2,-3.2,4.12
SNAPC3,-3.21,4.08
SNAPC4,-3,4.09
SNAPC5,-1.25,4.36
SNAPIN,1.47,0.65
SNCA,1.2,3.34
SNCAIP,0.77,2.79
SNCB,0.67,2.04
SNCG,1.75,3.31
SND1,0.67,2.99
SND1-IT1,-1.92,4.16
SNED1,1.94,1.65
SNF8,1.23,2.36
SNHG12,0.99,1.45
SNHG28,-0.55,2.34
SNIP1,—,3.34
SNN,-1.87,4.18
SNORC,-2.01,4.19
SNPH,-2.25,4.32
SNRK,-0.37,3.58
SNRNP200,—,3.66
SNRNP25,-3.14,3.84
SNRNP27,-0.49,3.51
SNRNP35,2.46,2.23
SNRNP40,0.05,3.45
SNRNP48,-0.06,3.54
SNRNP70,1.12,3.16
SNRPA,-1.39,3.56
SNRPA1,1.33,3.02
SNRPB,0.81,2.85
SNRPB2,1.41,2.38
SNRPC,1.15,3.05
SNRPD1,0.05,3.36
SNRPD2,0.6,3.35
SNRPD3,1.84,1.23
SNRPE,-0.04,3.38
SNRPF,-0.64,3.5
SNRPG,1.3,3.1
SNRPGP15,-0.76,3.51
SNRPN,1.36,3.03
SNTA1,-1.52,3.4
SNTB1,1.82,1.13
SNTB2,0.23,2.27
SNTG1,-0.47,2.23
SNTG2,2.89,1.28
SNTN,0.74,2.51
SNU13,—,2.77
SNUPN,0.33,1.66
SNURF,0.58,2.15
SNURFL,-0.55,3.6
SNW1,-0.89,3.71
SNX1,-0.19,3.31
SNX10,0.36,3.2
SNX11,-1.31,3.44
SNX12,-0.64,3.58
SNX13,-0.92,3.51
SNX14,-1,3.54
SNX15,-0.6,3.64
SNX16,-1.53,3.53
SNX17,0.85,3.43
SNX18,1.04,0.04
SNX19,-0.27,3.33
SNX2,0.23,2.66
SNX20,-0.4,3.34
SNX21,2.87,2.91
SNX22,2.37,3.23
SNX24,-0.33,3.57
SNX25,-0.46,3.22
SNX27,-0.63,3.69
SNX29,-0.46,3.65
SNX29P2,1.85,3.27
SNX3,—,2.87
SNX30,0.03,2.85
SNX31,4.07,1.48
SNX32,3.29,1.29
SNX33,-0.61,3.07
SNX4,-0.43,3.2
SNX5,2.35,2.98
SNX6,1.72,3.3
SNX7,0.4,3.25
SNX8,—,3.25
SNX9,0.91,2.52
SOAT1,1.17,2.77
SOAT2,0.5,2.81
SOBP,1.39,3.36
SOCS1,0.42,3.49
SOCS2,0.2,3.56
SOCS3,2.83,3.41
SOCS4,1.83,3.46
SOCS5,1.76,3.58
SOCS6,2.68,3.41
SOCS7,1.56,3.63
SOD1,1.79,3.4
SOD2,0.75,3.46
SOD3,1.77,3.41
SOGA1,—,3.55
SOGA3,1.48,3.6
SOHLH1,0.57,3.28
SOHLH2,2.84,2.29
SON,0.54,3.27
SORBS1,-0.55,3.32
SORBS2,-0.73,2.56
SORBS3,-0.82,3.94
SORCS1,0.75,3.16
SORCS2,1.23,2.38
SORCS3,0.33,3.29
SORD,-1.07,3.63
SORL1,1.04,2.71
SORT1,1.2,1.95
SOS1,-1.47,3.42
SOS2,0.1,4.11
SOST,0.18,3.75
SOSTDC1,0.29,3.62
SOWAHA,1.34,2.73
SOWAHB,1.16,2.11
SOWAHC,0.81,3.72
SOWAHD,0.53,3.73
SOX1,-3.63,3.41
SOX10,0.12,3.15
SOX11,—,3.12
SOX12,-0.19,3.21
SOX13,0.89,3.16
SOX14,-2.23,3.23
SOX15,0.27,2.72
SOX17,-1.36,3.23
SOX18,-3.27,3.25
SOX2,-3.18,3.47
SOX21,0.35,3.18
SOX3,-1.82,3.35
SOX30,0.96,2.42
SOX4,0.85,2.84
SOX5,1.06,3.08
SOX6,1.25,2.7
SOX7,0.5,3.12
SOX8,-1.05,3.98
SOX9,1.11,—
SP1,0.61,1.4
SP100,-1.19,3.1
SP110,1.74,3.32
SP140,0.57,3.61
SP140L,0.57,2.97
SP2,2.94,2.64
SP3,2.16,3.03
SP4,-0.25,3.06
SP5,0.3,3.22
SP6,0.14,3.16
SP7,-1.06,2.72
SP8,0.15,3.18
SP9,0.05,3.16
SPA17,0.76,2.77
SPAAR,-0.05,2.23
SPACA1,-3.17,4.1
SPACA3,-2.96,3.56
SPACA4,-3.19,4.04
SPACA5,-0.26,3.8
SPACA5B,0.35,3.58
SPACA6,-0.93,3.97
SPACA7,1.05,2
SPACA9,-3.38,3.97
SPAG1,0.66,0.76
SPAG11A,0.99,3.42
SPAG11B,0.5,3.44
SPAG16,-0.76,3.4
SPAG17,1.24,2.87
SPAG4,1.05,1.79
SPAG5,-1.29,3.09
SPAG6,1.55,3.09
SPAG7,0.62,3.49
SPAG8,0.71,3.6
SPAG9,0.19,2.17
SPAM1,-2.23,3.41
SPANXA1,0.77,2.41
SPANXA2,0.15,2.59
SPANXA2-OT1,1.23,2.72
SPANXB1,1.1,1.83
SPANXC,0.93,2.72
SPANXD,-0.32,2.16
SPANXN1,0.97,3.11
SPANXN2,—,3.22
SPANXN3,0.62,2.16
SPANXN4,1.4,2.7
SPANXN5,0.32,3.38
SPARC,1.61,2.52
SPARCL1,1.24,2.1
SPART,0.65,2.84
SPART-AS1,0.81,3.13
SPAST,-2.45,3.77
SPATA1,-2.39,3.7
SPATA12,1.36,3.19
SPATA13,1.04,2.77
SPATA16,1.44,2.83
SPATA17,1.26,2.9
SPATA18,0.35,3.12
SPATA19,1.23,3.54
SPATA2,-2.63,3.74
SPATA20,2.95,1.88
SPATA21,0.96,2.3
SPATA22,1.14,2.87
SPATA24,-0.7,3.38
SPATA25,0.76,2.96
SPATA2L,0.56,2.51
SPATA3,—,3.47
SPATA31A1,1.7,2.66
SPATA31A3,0.38,2.5
SPATA31A5,0.73,2.09
SPATA31A6,0.7,3.3
SPATA31A7,0.58,2.98
SPATA31C1,1.24,3.03
SPATA31C2,0.47,3.02
SPATA31D1,-1.48,3.52
SPATA31D3,0.39,3.43
SPATA31D4,1,3.46
SPATA31E1,-0.39,2.4
SPATA32,1.21,2.92
SPATA33,2.1,2.9
SPATA4,-1.76,2.5
SPATA45,0.95,2.49
SPATA46,1.54,3.06
SPATA48,—,2.59
SPATA5,0.11,2.81
SPATA5L1,1.11,2.62
SPATA6,—,2.71
SPATA6L,1.41,1.81
SPATA7,—,1.35
SPATA8,-2.25,3.28
SPATA9,-1.85,3.26
SPATC1,0.11,3.57
SPATC1L,—,1.25
SPATS1,-2.97,3.75
SPATS2,-2.52,3.75
SPATS2L,1.33,2.61
SPC24,—,3.2
SPC25,4.02,0.8
SPCS1,1,3.36
SPCS2,0.2,3
SPCS3,-0.33,3.17
SPDEF,0.9,2.66
SPDL1,0.37,0.87
SPDYA,-0.7,3.74
SPDYC,-1.37,3.75
SPDYE1,-0.21,2.8
SPDYE16,0.37,3.06
SPDYE2,1.06,2.88
SPDYE2B,0.52,2.29
SPDYE3,3.97,0.01
SPDYE4,3.09,2.73
SPDYE5,0.55,3.2
SPDYE6,2.44,1.66
SPDYE7P,1.1,2.63
SPECC1,-1.28,3.92
SPECC1L,-1.85,3.86
SPEF1,-0.74,3.72
SPEF2,1.01,2.82
SPEG,0.62,3.21
SPEM1,-0.43,3.04
SPEM2,-0.13,2.46
SPEM3,-0.49,2.9
SPEN,-2.1,4
SPESP1,0.29,3.41
SPG11,0.48,2.73
SPG21,0.54,2.83
SPG7,0.4,0.87
SPHK1,1.53,2.65
SPHK2,1.44,2.59
SPHKAP,-3.24,3.95
SPI1,-0.32,2.58
SPIB,-2.6,4.03
SPIC,-2.94,3.98
SPICE1,-2.67,4
SPIDR,-2.95,4.13
SPIN1,-3.21,4.02
SPIN2A,0.87,2.52
SPIN2B,-1.41,3.86
SPIN3,-2.6,4.03
SPIN4,-3.15,4.17
SPINDOC,0.68,2.64
SPINK1,-0.8,3.58
SPINK13,-1.01,3.21
SPINK14,1.32,3.23
SPINK2,-0.74,3.61
SPINK4,1.63,2.66
SPINK5,0.57,0.23
SPINK6,3.46,2.09
SPINK7,-1.79,—
SPINK8,—,3.46
SPINK9,—,2.76
SPINT1,-1.36,4.2
SPINT2,-1.97,4.15
SPINT3,-3.06,4.16
SPINT4,-3.48,4.02
SPIRE1,-2.39,4.09
SPIRE2,-2.41,4.11
SPN,-0.01,3.53
SPNS1,0.02,2.48
SPNS2,—,2.65
SPNS3,1.23,2.7
SPO11,1.8,3.06
SPOCD1,2.19,3.34
SPOCK1,-0.54,3.2
SPOCK2,-0.13,3.01
SPOCK3,0.98,2.94
SPON1,-0.55,1.77
SPON2,0.06,3.04
SPOP,-1.3,2.99
SPOPL,-1.56,3.2
SPOUT1,-0.43,3.11
SPP1,-2.71,3.94
SPP2,0.11,3.82
SPPL2A,-0.15,3.91
SPPL2B,-0.28,3.95
SPPL2C,-0.88,2.76
SPPL3,-0.52,4.09
SPR,-0.12,2.51
SPRED1,1.4,1.96
SPRED2,1.77,2.12
SPRED3,1.33,2.92
SPRN,0.29,2.64
SPRR1A,-0.58,3.8
SPRR1B,0.56,3.52
SPRR2A,0.28,3.51
SPRR2B,1.23,2.84
SPRR2D,1.29,2.9
SPRR2E,1.37,2.24
SPRR2F,2.07,2.24
SPRR2G,0.87,3.04
SPRR3,-0.6,2.54
SPRR4,0.92,2.15
SPRTN,-0.35,2.33
SPRY1,1.29,2.93
SPRY2,—,2.82
SPRY3,1.13,2.66
SPRY4,1.32,2.11
SPRYD3,1.21,1.8
SPRYD4,0.47,2.25
SPRYD7,0.13,2.21
SPSB1,0.5,2.59
SPSB2,2.11,2.43
SPSB3,2.09,2.42
SPSB4,-0.79,2.96
SPTA1,0.84,2.39
SPTAN1,-0.5,3.45
SPTB,-1.07,3.5
SPTBN1,-1.61,3.37
SPTBN2,1.3,2.83
SPTBN4,1.29,3.05
SPTBN5,0.02,3.48
SPTLC1,2.86,1.51
SPTLC2,-1.28,2.94
SPTLC3,-1.24,3.37
SPTSSA,-1.95,3.31
SPTSSB,3.01,1.94
SPTY2D1,1.18,2.68
SPTY2D1OS,1.6,3.09
SPX,0.75,2.82
SPZ1,-0.02,3.19
SQLE,-1.03,3.87
SQOR,—,3.36
SQSTM1,-0.41,3.5
SRA1,1.8,3.08
SRARP,0.37,3.41
SRBD1,-0.36,3.23
SRC,-0.09,3.48
SRCAP,1.33,2.75
SRCIN1,-2.41,3.37
SRD5A1,-3.24,3.97
SRD5A2,-2.77,3.97
SRD5A3,-0.33,3.56
SREBF1,-0.01,3.48
SREBF2,-0.03,3.27
SREK1,0.06,3.39
SREK1IP1,0.12,3.44
SRF,0.45,3.35
SRFBP1,0.46,3.25
SRGAP1,0.03,2.73
SRGAP2,-0.62,3.5
SRGAP2B,-0.46,3.34
SRGAP2C,-0.02,3.26
SRGAP3,2.58,2.26
SRGN,-0.87,3.38
SRI,1.79,0.96
SRL,-2.12,3.45
SRM,-0.42,3.13
SRMS,0.79,3.3
SRP14,0.5,3.25
SRP19,1.41,3.31
SRP54,-1.11,2.49
SRP68,-0.47,2.64
SRP72,0.76,3.09
SRP9,—,3.23
SRPK1,1.01,3.45
SRPK2,1.16,3.78
SRPK3,—,3.26
SRPRA,0.89,3.13
SRPRB,—,3.32
SRPX,1.52,2.45
SRPX2,0.01,2.64
SRR,-0.29,3.54
SRRD,0.99,3.04
SRRM1,0.8,1.82
SRRM2,2.79,1.93
SRRM3,1.52,1.48
SRRM4,0.81,2.39
SRRM5,1.26,3.62
SRRT,-2.05,2.29
SRSF1,-1.68,3.48
SRSF10,2.42,—
SRSF11,-1.49,3.28
SRSF12,-1.5,3.5
SRSF2,-1.19,3.32
SRSF3,0.65,2.53
SRSF4,0.97,2.93
SRSF5,0.99,2.93
SRSF6,-0.34,3.5
SRSF7,-0.7,2.8
SRSF8,1.69,2.32
SRSF9,—,2.12
SRXN1,-0.18,3.53
SRY,-0.22,3.45
SS18,-1.21,2.7
SS18L1,-1.16,3.4
SS18L2,0.13,2.43
SSB,2.44,—
SSBP1,-0.19,3.58
SSBP2,-0.41,2.86
SSBP3,1.15,3.34
SSBP3-AS1,-0.9,2.96
SSBP4,0.17,2.79
SSC4D,-0.51,3.18
SSC5D,-0.43,3.04
SSH1,-2.13,4.03
SSH2,-3,4.05
SSH3,2.69,2.54
SSMEM1,—,2.55
SSNA1,—,2.54
SSPN,2.5,2.54
SSPOP,-1.45,2.99
SSR1,-0.13,0.29
SSR2,0.31,2.95
SSR3,-2.28,4.02
SSR4,-3.28,4.05
SSRP1,-1.65,4.04
SST,-0.5,2.84
SSTR1,0.7,3.08
SSTR2,1.31,3.08
SSTR3,-0.29,2.9
SSTR4,0.29,2.99
SSTR5,-0.07,3.07
SSU72,-3.58,3.96
SSUH2,1.52,—
SSX1,1.7,—
SSX2,2.82,—
SSX2B,2.88,—
SSX2IP,0.89,3.43
SSX3,2.83,—
SSX4,2.88,—
SSX4B,2.84,—
SSX5,2.73,—
SSX6P,0,3.11
SSX7,0.98,2.97
SSX8P,0.93,2.87
SSX9P,0.15,2.19
ST13,-1.16,3.88
ST13P4,3.33,2.85
ST13P5,-3.94,3.92
ST14,—,3.02
ST18,1.46,2.75
ST20,-0.53,2.97
ST20-AS1,1.77,2.33
ST3GAL1,0.46,2.66
ST3GAL2,2.3,2.82
ST3GAL3,1.81,2.38
ST3GAL4,0.56,3.17
ST3GAL5,-1.02,3.84
ST3GAL6,-1.73,2.94
ST6GAL1,1.37,2.57
ST6GAL2,-0.02,3.62
ST6GALNAC1,0.94,3.44
ST6GALNAC2,1.02,3.06
ST6GALNAC3,2.19,2.27
ST6GALNAC4,2.39,3.24
ST6GALNAC5,0.27,3.17
ST6GALNAC6,-0.39,3.37
ST7,0.39,2.08
ST7L,2,0.2
ST8SIA1,1.87,3.19
ST8SIA2,-0.38,3.24
ST8SIA3,-0.25,2.41
ST8SIA4,-1.22,3.1
ST8SIA5,2.96,2.66
ST8SIA6,0.29,3.23
STAB1,1.86,3.26
STAB2,3.65,1.41
STAC,—,3.49
STAC2,1.95,3.66
STAC3,-1.2,3.43
STAG1,-0.79,3.4
STAG2,-0.86,4.06
STAG3,1.89,3.19
STAG3L1,-0.25,3.54
STAG3L2,0.92,3.08
STAG3L3,1.23,3.05
STAG3L4,-0.06,2.87
STAM,1.07,3.71
STAM2,1.19,3.73
STAMBP,1.52,3.63
STAMBPL1,—,3.54
STAP1,—,3.14
STAP2,-1.94,3.48
STAR,-0.82,3.13
STARD10,0.77,1.26
STARD13,0.49,2.31
STARD3,-2.44,3.38
STARD3NL,4.27,0.72
STARD4,-2.91,4.03
STARD5,3.34,2.28
STARD6,4.02,2.91
STARD7,3.61,2.8
STARD8,3.9,2.17
STARD9,3.97,2.66
STAT1,1.53,1.57
STAT2,-0.18,2.21
STAT3,-0.33,2.12
STAT4,-1.39,3.32
STAT5A,1.3,3.16
STAT5B,1.45,3.24
STAT6,3.29,2.71
STATH,-0.67,3.24
STAU1,1.26,1.67
STAU2,2.93,3.04
STBD1,1.37,1.87
STC1,-0.71,3.22
STC2,0.77,2.81
STEAP1,-0.21,2.69
STEAP1B,1.36,2.92
STEAP2,0.83,3.13
STEAP3,-0.92,3.69
STEAP4,0.17,3.64
STH,2.63,2.28
STIL,0.49,3.53
STIM1,1.51,3.38
STIM2,4.07,2.57
STIMATE,1.57,2.7
STING1,1.05,3.12
STIP1,-1.3,3.44
STK10,-0.11,3.21
STK11,1.7,3.32
STK11IP,1.57,0.79
STK16,1.54,3.11
STK17A,2.2,—
STK17B,2.27,—
STK19,4.41,1.84
STK24,3.54,1.54
STK25,0.46,2.84
STK26,1.71,2.57
STK3,-1.3,3.22
STK31,1.67,2.57
STK32A,1.04,3.16
STK32B,0.74,2.64
STK32C,0.51,2.93
STK33,-0.23,3.04
STK35,-0.22,3.03
STK36,1.09,3.11
STK38,1.07,2.87
STK38L,1.85,2.99
STK39,1.05,3.26
STK4,1.88,1.82
STK40,—,2.58
STKLD1,1.42,2.61
STMN1,1.25,2.84
STMN2,0.48,2.85
STMN3,0.58,3.65
STMN4,-0.87,3.49
STMND1,0.61,3.17
STMP1,0.07,3.06
STN1,-0.96,3.22
STOM,-0.66,3.12
STOML1,0.73,3.3
STOML2,1.82,3.16
STOML3,1.46,2.62
STON1,4.17,1.96
STON2,—,2.58
STOX1,4.21,1.64
STOX2,4.26,2.66
STPG1,4.23,1.82
STPG2,4.13,2.56
STPG3,4.2,1.81
STPG4,2.46,1.6
STRA6,4.17,1.35
STRA8,4.78,0.35
STRADA,4.43,0.53
STRADB,4.46,0.35
STRAP,4.19,1.5
STRBP,4.24,0.85
STRC,—,2.67
STRCP1,0.71,0.59
STRIP1,-2.46,3.24
STRIP2,—,3.23
STRIT1,0.17,3.1
STRN,0.74,2.52
STRN3,0.38,1.16
STRN4,-0.87,1.08
STS,-0.18,1.85
STT3A,1.97,2.65
STT3B,0.29,2.26
STUB1,-0.14,3.53
STUM,-0.89,3.07
STX10,-0.34,3.08
STX11,0.19,3.07
STX12,1.3,2.58
STX16,-0.91,2.97
STX17,1.44,2.27
STX18,0.78,3.36
STX19,1.1,3.37
STX1A,0.78,3.02
STX1B,2.17,3.21
STX2,3.22,1.23
STX3,-2.91,3.84
STX4,0.04,3.57
STX5,-2.65,3.96
STX6,-3.04,3.98
STX7,-1.89,3.92
STX8,-2.8,3.86
STXBP1,-2.67,3.94
STXBP2,-0.64,3.54
STXBP3,-1.22,3.2
STXBP4,-1.05,3.38
STXBP5,-1.54,3.65
STXBP5L,4.48,—
STXBP6,1.49,3.24
STYK1,0.39,2.67
STYX,2.38,2.38
STYXL1,0.22,3.13
SUB1,0.62,1.86
SUCLA2,1.6,2.77
SUCLG1,2.03,2.77
SUCLG2,2.06,2.81
SUCNR1,2.04,2.19
SUCO,3.23,2.36
SUDS3,-2.44,3.24
SUFU,2.5,2.27
SUGCT,2.04,2.76
SUGP1,1.9,2.76
SUGP2,0.65,2.73
SUGT1,0.57,3.85
SULF1,0.09,3.7
SULF2,0.6,3.19
SULT1A1,0.59,2.77
SULT1A2,-1.4,2.93
SULT1A3,-1.01,1.85
SULT1A4,-0.87,3.29
SULT1B1,3,2.77
SULT1C2,-0.99,—
SULT1C3,-1.63,2.97
SULT1C4,-0.31,2.88
SULT1E1,1.57,1.87
SULT2A1,-1.42,3.03
SULT2B1,—,1.05
SULT4A1,3.53,2.1
SULT6B1,3.82,0.43
SUMF1,-0.19,3.18
SUMF2,1.44,2.66
SUMO1,-0.94,3.03
SUMO2,-0.75,3.03
SUMO3,-0.05,2.91
SUMO4,-0.05,2.91
SUN1,-0.11,2.78
SUN2,0.04,2.93
SUN3,-0.34,2.93
SUN5,-0.05,2.85
SUOX,-0.2,3.38
SUPT16H,0.77,3.01
SUPT20H,-0.53,2.96
